"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 8919","Terminal 11 - 10/03/2023 11:07 am"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
20798350000,"BF INS RND XT SEL  R/W   ",24.6,0,$101.84
2060059143,"PD CARROT JMBO 25#       ",1,0,$20.67
2060059143,"PD CARROT JMBO 25#       ",1,0,$20.67
61070809791,"PD HRB BASIL 1LB         ",1,0,$6.18
61070809791,"PD HRB BASIL 1LB         ",1,0,$6.18
85000897604,"PD SQUASH ITALN MD       ",1,0,$25.47
2060042791,"PD BROC CROWNS DW        ",1,0,$23.94
2060042791,"PD BROC CROWNS DW        ",1,0,$23.94
85000897604,"PD SQUASH ITALN MD       ",1,0,$25.47
62809003004,"PD POTATO RED A #2       ",1,0,$32.16
62809003004,"PD POTATO RED A #2       ",1,0,$32.16
20798350000,"BF INS RND XT SEL  R/W   ",69.8,0,$288.98
20798350000,"BF INS RND XT SEL  R/W   ",69.8,0,-$18.88
20772320000,"CHX BRST JMB             ",40,0,$68.00
2060035413,"PD CUCUMBER SEL 72       ",1,0,$18.90
20776700000,"CHX LEG QTR SM           ",40,0,$23.60
20776700000,"CHX LEG QTR SM           ",40,0,$23.60
20772320000,"CHX BRST JMB             ",40,0,$68.00
20772320000,"CHX BRST JMB             ",40,0,$68.00
20776700000,"CHX LEG QTR SM           ",40,0,$23.60
20772320000,"CHX BRST JMB             ",40,0,$68.00
5286711735,"PD BRUSSEL SPROUT        ",1,0,$69.18
2060042647,"PD HRB MINT              ",1,0,$6.18
2060042647,"PD HRB MINT              ",0,45,-$2.78
2060042558,"PD CELERY BULK           ",1,0,$27.31
0,Sub-Total,0,0,"$1,050.37"
0,Tax,0,0,$90.59
0,Total,0,0,"$1,140.96"
0,"DEBIT    6866",0,0,"$1,140.96"
0,Balance,0,0,$0.00
