"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 12273","Terminal 13 - 04/24/2023 4:26 pm"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
20795030000,"CHX HAL LEG QTR SM       ",40,0,$25.60
20795030000,"CHX HAL LEG QTR SM       ",40,0,$25.60
20795030000,"CHX HAL LEG QTR SM       ",40,0,$25.60
2060042835,"PD MUSH MEDIUM 10#       ",1,0,$26.19
20795030000,"CHX HAL LEG QTR SM       ",40,0,$25.60
2060067164,"PD PINEAPPLE LGE         ",1,0,$18.50
2060067164,"PD PINEAPPLE LGE         ",0,40,-$7.40
0,Sub-Total,0,0,$139.69
0,Tax,0,0,$12.05
0,Total,0,0,$151.74
0,"DEBIT    0445",0,0,$151.74
0,Balance,0,0,$0.00
