"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 1725","Terminal 12 - 06/21/2023 10:57 am"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
4473807234,"SCE SWEET CHILI    32Z   ",0,1,$31.33
20798350000,"BF INS RND XT SEL  R/W   ",72.9,0,$285.77
20798350000,"BF INS RND XT SEL  R/W   ",72.9,0,-$15.31
20795030000,"CHX HAL LEG QTR SM       ",40,0,$29.60
20795030000,"CHX HAL LEG QTR SM       ",40,0,$29.60
20772320000,"CHX BRST JMB             ",40,0,$59.60
20772320000,"CHX BRST JMB             ",40,0,$59.60
20772320000,"CHX BRST JMB             ",40,0,$59.60
20772320000,"CHX BRST JMB             ",40,0,$59.60
20772320000,"CHX BRST JMB             ",40,0,$59.60
20772320000,"CHX BRST JMB             ",40,0,$59.60
20772320000,"CHX BRST JMB             ",40,0,$59.60
20795030000,"CHX HAL LEG QTR SM       ",40,0,$29.60
76069502248,"CONT SOUP CMB SC12       ",1,0,$29.62
3700008310,"DAWN ORIGINAL PUMP       ",1,0,$16.61
7127038559,"QUINOA WHITE       5#    ",0,1,$23.63
7127038559,"QUINOA WHITE       5#    ",0,1,$23.63
3500053122,"FABULOSO LAVENDER  169Z  ",0,1,$53.80
20798350000,"BF INS RND XT SEL  R/W   ",75.2,0,$278.99
30714061614,"FRY PAN COATED 14I       ",1,0,$38.20
30714061614,"FRY PAN COATED 14I       ",1,0,$38.20
2060042714,"PD PPR BELL RED LG       ",1,0,$22.73
81193602037,"PD CELERY BULK           ",1,0,$36.56
76335203030,"WINE CKING SHERRY  4/1GL ",0,1,$20.58
76069502533,"TOM PETITE DICED         ",0,1,$30.32
2060059143,"PD CARROT JMBO 25#       ",1,0,$13.22
2060059143,"PD CARROT JMBO 25#       ",1,0,$13.22
2060042625,"PD CABB GREEN SACK       ",1,0,$18.48
2060080007,"PD POTATO RED A #2       ",1,0,$39.80
2060080007,"PD POTATO RED A #2       ",1,0,$39.80
2060042750,"PD SQUASH ITALN MD       ",3,0,$48.18
2060042750,"PD SQUASH ITALN MD       ",0,25,-$12.04
2060044658,"PD BRUSSEL SPROUT        ",1,0,$62.36
2060044658,"PD BRUSSEL SPROUT        ",-1,0,-$62.36
2060044658,"PD BRUSSEL SPROUT        ",1,0,$62.36
2060044658,"PD BRUSSEL SPROUT        ",0,25,-$15.59
0,Sub-Total,0,0,"$1,628.09"
0,Tax,0,0,$140.42
0,Total,0,0,"$1,768.51"
0,"DEBIT    6866",0,0,"$1,768.51"
0,Balance,0,0,$0.00
