"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 21224","Terminal 11 - 06/24/2023 3:38 pm"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
76069557368,"SPC GRAN ONION     5#    ",1,0,$21.98
76069500547,"SP ITALIAN SEASNG  2LB   ",1,0,$25.21
81193602022,"PD PPR JALAPENO 5#       ",1,0,$9.31
61070809790,"PD HRB DILL 1LB          ",1,0,$6.67
61070809791,"PD HRB BASIL 1LB         ",1,0,$6.16
4143000669,"SALT IODIZED ROUND       ",0,1,$14.72
76069503125,"PD BROC CROWNS DW        ",1,0,$24.62
76069503125,"PD BROC CROWNS DW        ",1,0,$24.62
0,Sub-Total,0,0,$133.29
0,Tax,0,0,$11.50
0,Total,0,0,$144.79
0,"DEBIT    6866",0,0,$144.79
0,Balance,0,0,$0.00
