"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 26055","Terminal 12 - 05/16/2023 11:02 am"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
76069502248,"CONT SOUP CMB SC12       ",1,0,$30.16
76069502249,"CONT SOUP CMB SC16       ",1,0,$31.42
85530300805,"GLOVE NITRILE MED        ",0,1,$40.00
2060042545,"PD ONION YEL JBO         ",1,0,$23.87
0,Sub-Total,0,0,$125.45
0,Tax,0,0,$10.82
0,Total,0,0,$136.27
0,"DEBIT    6866",0,0,$136.27
0,Balance,0,0,$0.00
