"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 28073","Terminal 11 - 02/20/2024 1:04 pm"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
3077208728,"DAWN HVY DTY PUMP  1GAL  ",1,0,$25.67
20772320000,"CHX BRST JMB             ",40,0,$60.00
20772320000,"CHX BRST JMB             ",40,0,$60.00
20772320000,"CHX BRST JMB             ",40,0,$60.00
20776700000,"CHX LEG QTR SM           ",40,0,$26.40
20776700000,"CHX LEG QTR SM           ",40,0,$26.40
20772320000,"CHX BRST JMB             ",40,0,$60.00
20772320000,"CHX BRST JMB             ",40,0,$60.00
20772320000,"CHX BRST JMB             ",40,0,$60.00
86000199680,"PD LIMES 200CT           ",1,0,$58.32
20798350000,"BF INS RND XT SEL  R/W   ",71.8,0,$257.76
20798350000,"BF INS RND XT SEL  R/W   ",71.8,0,-$14.36
0,Sub-Total,0,0,$740.19
0,Tax,0,0,$63.84
0,Total,0,0,$804.03
0,"DEBIT    6866",0,0,$804.03
0,Balance,0,0,$0.00
