"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 9447","Terminal 11 - 03/27/2023 3:26 pm"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
20795010000,"CHX HAL BRST JMB         ",40,0,$70.00
20795010000,"CHX HAL BRST JMB         ",40,0,$70.00
20795010000,"CHX HAL BRST JMB         ",40,0,$70.00
20795010000,"CHX HAL BRST JMB         ",40,0,$70.00
20795010000,"CHX HAL BRST JMB         ",40,0,$70.00
20795010000,"CHX HAL BRST JMB         ",40,0,$70.00
20795030000,"CHX HAL LEG QTR SM       ",40,0,$25.60
20795030000,"CHX HAL LEG QTR SM       ",40,0,$25.60
20795030000,"CHX HAL LEG QTR SM       ",40,0,$25.60
20795030000,"CHX HAL LEG QTR SM       ",40,0,$25.60
20798350000,"BF INS RND XT SEL  R/W   ",65.9,0,$220.76
20798350000,"BF INS RND XT SEL  R/W   ",65.9,0,-$13.84
76335203030,"WINE CKING SHERRY  4/1GL ",0,1,$20.58
20798350000,"BF INS RND XT SEL  R/W   ",82.8,0,$259.99
20798350000,"BF INS RND XT SEL  R/W   ",64.4,0,$202.21
0,Sub-Total,0,0,"$1,212.10"
0,Tax,0,0,$104.54
0,Total,0,0,"$1,316.64"
0,"DEBIT    0445",0,0,"$1,316.64"
0,Balance,0,0,$0.00
