"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 22820","Terminal 11 - 01/09/2024 3:23 pm"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
76069502248,"CONT SOUP CMB SC12       ",1,0,$29.69
76069502249,"CONT SOUP CMB SC16       ",1,0,$31.32
76069502251,"CONT SOUP CMB SC32       ",1,0,$47.94
76069533489,"GLV EXAM NIT BL LG       ",0,1,$35.28
76069503164,"BEAN BLACK               ",1,0,$18.48
76069503342,"RED LENTILS              ",1,0,$24.63
4473807514,"MILK COCONUT CHAOK 6/#10 ",0,1,$63.50
7127038373,"QUINOA RED         2/5#  ",0,1,$22.56
7127038559,"QUINOA WHITE       5#    ",0,1,$23.04
7127038559,"QUINOA WHITE       5#    ",0,1,$23.04
0,Sub-Total,0,0,$319.48
0,Tax,0,0,$27.56
0,Total,0,0,$347.04
0,"DEBIT    6866",0,0,$347.04
0,Balance,0,0,$0.00
