"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 3520","Terminal 11 - 09/06/2023 11:19 am"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
84818002000,"PD COCONUT YOUNG         ",1,0,$23.30
85159800733,"GLOVE NITRILE MED        ",0,1,$40.88
76069500822,"HONEY EXTRA LT AMB       ",0,1,$88.80
76069502248,"CONT SOUP CMB SC12       ",1,0,$29.69
76069501857,"SYRUP MOLASSES CQ        ",1,0,$20.10
76069502248,"CONT SOUP CMB SC12       ",1,0,$29.69
76069502248,"CONT SOUP CMB SC12       ",1,0,$29.69
80169881767,"FRY PAN COATED 14I       ",1,0,$39.66
80169881767,"FRY PAN COATED 14I       ",1,0,$39.66
80169881767,"FRY PAN COATED 14I       ",1,0,$39.66
81004390122,"SHRP P&D TO 21-25        ",0,1,$43.90
4150005560,"SAUCE REDHOT PLSTC 1GL  1",1,0,$14.39
5440000038,"MUSTARD GRY POUPON 48Z   ",1,0,$20.62
81865401172,"PDU LEMON 5#             ",5,0,$38.55
81865401172,"PDU LEMON 5#             ",0,25,-$9.64
2060042718,"PDU PINEAPPLE 2CT        ",2,0,$16.70
2060042718,"PDU PINEAPPLE 2CT        ",0,30,-$5.01
2956412822,"FSH SCAL PRO 20-25       ",0,1,$94.17
76069502248,"CONT SOUP CMB SC12       ",-1,0,-$29.69
0,Sub-Total,0,0,$565.12
0,Tax,0,0,$48.74
0,Total,0,0,$613.86
0,"DEBIT    6866",0,0,$613.86
0,Balance,0,0,$0.00
