"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 16874","Terminal 12 - 09/19/2023 11:31 am"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
70510599237,"PD BEET SK 25 LB         ",1,0,$23.89
2060059143,"PD CARROT JMBO 25#       ",1,0,$20.81
3022301455,"PD SPINACH CLEAN         ",3,0,$20.79
3022301455,"PD SPINACH CLEAN         ",0,45,-$9.36
2060044658,"PD BRUSSEL SPROUT        ",1,0,$71.24
85000897604,"PD SQUASH ITALN MD       ",1,0,$25.60
2060042750,"PD SQUASH ITALN MD       ",1,0,$25.60
2060042750,"PD SQUASH ITALN MD       ",1,0,$25.60
85106300214,"PD YAM JEWEL JBO         ",1,0,$19.75
20798350000,"BF INS RND XT SEL  R/W   ",71,0,$298.20
20798350000,"BF INS RND XT SEL  R/W   ",71,0,-$14.20
62809003004,"PD POTATO RED A #2       ",1,0,$26.35
62809003004,"PD POTATO RED A #2       ",1,0,$26.35
20798350000,"BF INS RND XT SEL  R/W   ",26.28,0,$105.12
85530300805,"GLOVE NITRILE MED        ",0,1,$40.88
85159800729,"GLOVE NITRILE LRG        ",1,0,$5.11
20772320000,"CHX BRST JMB             ",40,0,$75.60
20772320000,"CHX BRST JMB             ",40,0,$75.60
20772320000,"CHX BRST JMB             ",40,0,$75.60
20772320000,"CHX BRST JMB             ",40,0,$75.60
20772320000,"CHX BRST JMB             ",40,0,$75.60
20772320000,"CHX BRST JMB             ",40,0,$75.60
76069503125,"PD BROC CROWNS DW        ",1,0,$23.90
76069503125,"PD BROC CROWNS DW        ",1,0,$23.90
76069503125,"PD BROC CROWNS DW        ",1,0,$23.90
76069503125,"PD BROC CROWNS DW        ",1,0,$23.90
0,Sub-Total,0,0,"$1,260.93"
0,Tax,0,0,$108.76
0,Total,0,0,"$1,369.69"
0,"DEBIT    6866",0,0,"$1,369.69"
0,Balance,0,0,$0.00
