"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 12032","Terminal 12 - 08/23/2023 9:35 am"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
85159800733,"GLOVE NITRILE MED        ",0,1,$40.88
3077208728,"DAWN HVY DTY PUMP  1GAL  ",1,0,$24.99
2060059143,"PD CARROT JMBO 25#       ",1,0,$19.16
67465120002,"DICER 1/4IN GS     4150-A",1,0,$124.40
2060059143,"PD CARROT JMBO 25#       ",1,0,$19.16
2060042708,"PD PPR BELL GREEN        ",1,0,$16.44
62809003004,"PD POTATO RED A #2       ",1,0,$31.88
62809003004,"PD POTATO RED A #2       ",1,0,$31.88
2060042761,"PD YAM JEWEL JBO         ",1,0,$19.75
76069502248,"CONT SOUP CMB SC12       ",1,0,$29.69
2060044663,"PD CARROT BULK 50#       ",1,0,$19.42
7127038559,"QUINOA WHITE       5#    ",0,1,$23.92
7127038559,"QUINOA WHITE       5#    ",0,1,$23.92
4007201273,"WAR IMM BLENDER 10       ",1,0,$249.99
2060042750,"PD SQUASH ITALN MD       ",1,0,$19.54
2060042750,"PD SQUASH ITALN MD       ",1,0,$19.54
2060042750,"PD SQUASH ITALN MD       ",1,0,$19.54
76069503125,"PD BROC CROWNS DW        ",1,0,$24.51
76069503125,"PD BROC CROWNS DW        ",1,0,$24.51
76069503125,"PD BROC CROWNS DW        ",1,0,$24.51
76069503125,"PD BROC CROWNS DW        ",1,0,$24.51
1072906208510,"PD BRUSSEL SPROUT        ",1,0,$79.41
81193602033,"PD PPR PASILLA CS        ",1,0,$38.91
81193602033,"PD PPR PASILLA CS        ",0,40,-$15.56
2060042625,"PD CABB GREEN SACK       ",1,0,$21.48
2060042625,"PD CABB GREEN SACK       ",0,50,-$10.74
0,Sub-Total,0,0,$945.64
0,Tax,0,0,$81.56
0,Total,0,0,"$1,027.20"
0,"DEBIT    6866",0,0,"$1,027.20"
0,Balance,0,0,$0.00
