"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 14716","Terminal 13 - 05/16/2023 10:45 am"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
20798350000,"BF INS RND XT SEL  R/W   ",71.8,0,$273.56
20798350000,"BF INS RND XT SEL  R/W   ",71.8,0,-$15.08
20795030000,"CHX HAL LEG QTR SM       ",40,0,$29.60
20795030000,"CHX HAL LEG QTR SM       ",40,0,$29.60
20795010000,"CHX HAL BRST JMB         ",40,0,$67.60
20795030000,"CHX HAL LEG QTR SM       ",40,0,$29.60
20795030000,"CHX HAL LEG QTR SM       ",40,0,$29.60
20795030000,"CHX HAL LEG QTR SM       ",40,0,$29.60
20798350000,"BF INS RND XT SEL  R/W   ",74.2,0,$267.12
20795010000,"CHX HAL BRST JMB         ",40,0,$67.60
20795010000,"CHX HAL BRST JMB         ",40,0,$67.60
20795010000,"CHX HAL BRST JMB         ",40,0,$67.60
20795010000,"CHX HAL BRST JMB         ",40,0,$67.60
20795010000,"CHX HAL BRST JMB         ",40,0,$67.60
20795010000,"CHX HAL BRST JMB         ",40,0,$67.60
20795030000,"CHX HAL LEG QTR SM       ",-40,0,-$29.60
76069557288,"SPC PEPR BLK GRND  5LB   ",1,0,$21.90
76069557320,"SPC GARLIC GRAN    7#    ",1,0,$25.14
76069555402,"VINEGAR BLSMC 1DMD 5LTR  ",1,0,$16.95
2060059143,"PD CARROT JMBO 25#       ",1,0,$13.33
2060059143,"PD CARROT JMBO 25#       ",1,0,$13.33
2060042750,"PD SQUASH ITALN MD       ",4,0,$71.60
854067004002,"PD BROC CROWNS DW        ",4,0,$101.56
3338345566,"PD POTATO RED A #2       ",1,0,$28.43
3338345566,"PD POTATO RED A #2       ",0,50,-$14.22
2060042625,"PD CABB GREEN SACK       ",1,0,$21.83
2060042761,"PD YAM JEWEL JBO         ",1,0,$18.13
0,Sub-Total,0,0,"$1,435.18"
0,Tax,0,0,$123.78
0,Total,0,0,"$1,558.96"
0,"DEBIT    6866",0,0,"$1,558.96"
0,Balance,0,0,$0.00
