"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 25115","Terminal 11 - 01/30/2024 10:59 am"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
2060059143,"PD CARROT JMBO 25#       ",1,0,$14.81
2060059143,"PD CARROT JMBO 25#       ",1,0,$14.81
76069503125,"PD BROC CROWNS DW        ",1,0,$19.30
76069503125,"PD BROC CROWNS DW        ",1,0,$19.30
76069502533,"TOM PETITE DICED         ",0,1,$27.53
2700039061,"TOM SAUCE HUNTS          ",0,1,$40.82
70510599237,"PD BEET SK 25 LB         ",1,0,$22.15
70510599237,"PD BEET SK 25 LB         ",1,0,$22.15
2060044663,"PD CARROT BULK 50#       ",1,0,$18.68
2060044663,"PD CARROT BULK 50#       ",-1,0,-$18.68
72906299188,"PD ONION RED 25#         ",1,0,$22.27
62809003004,"PD POTATO RED A #2       ",2,0,$42.98
62809003004,"PD POTATO RED A #2       ",0,35,-$15.04
2060042750,"PD SQUASH ITALN MD       ",2,0,$91.56
2060042750,"PD SQUASH ITALN MD       ",0,40,-$36.62
2060042625,"PD CABB GREEN SACK       ",1,0,$18.09
0,Sub-Total,0,0,$304.11
0,Tax,0,0,$26.23
0,Total,0,0,$330.34
0,"DEBIT    6866",0,0,$330.34
0,Balance,0,0,$0.00
