"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 5387","Terminal 13 - 02/27/2023 3:46 pm"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
76069557320,"SPC GARLIC GRAN    7#    ",1,0,$21.95
76069557368,"SPC GRAN ONION     5#    ",1,0,$27.62
7640300004,"SYRUP MAPLE 64Z          ",1,0,$25.68
76069557288,"SPC PEPR BLK GRND  5LB   ",1,0,$24.62
7127038559,"QUINOA WHITE       5#    ",0,1,$23.63
7127038559,"QUINOA WHITE       5#    ",0,1,$23.63
2460001702,"SALT KOSHER MRTON        ",1,0,$5.34
2460001702,"SALT KOSHER MRTON        ",-1,0,-$5.34
2460001702,"SALT KOSHER MRTON        ",0,1,$40.48
0,Sub-Total,0,0,$187.61
0,Tax,0,0,$16.18
0,Total,0,0,$203.79
0,"DEBIT    0445",0,0,$203.79
0,Balance,0,0,$0.00
