"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 16336","Terminal 12 - 03/05/2023 8:38 am"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
2060059143,"PD CARROT JMBO 25#       ",3,0,$28.35
2700039061,"TOM SAUCE HUNTS          ",0,1,$36.34
2060080007,"PD POTATO RED A #2       ",1,0,$19.90
2060080007,"PD POTATO RED A #2       ",1,0,$19.90
2060042750,"PD SQUASH ITALN MD       ",4,0,$37.76
2060042791,"PD BROC CROWNS DW        ",5,0,$88.45
2060043731,"PD STRAWBERRY NATL       ",0,3,$104.64
2060043731,"PD STRAWBERRY NATL       ",0,50,-$52.32
2060042835,"PD MUSH MEDIUM 10#       ",1,0,$25.29
2060042835,"PD MUSH MEDIUM 10#       ",0,25,-$6.32
2060042750,"PD SQUASH ITALN MD       ",1,0,$9.44
0,Sub-Total,0,0,$311.43
0,Tax,0,0,$26.86
0,Total,0,0,$338.29
0,"DEBIT    0445",0,0,$338.29
0,Balance,0,0,$0.00
