"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 9443","Terminal 11 - 03/27/2023 3:10 pm"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
2060042791,"PD BROC CROWNS DW        ",6,0,$143.94
2060042791,"PD BROC CROWNS DW        ",0,25,-$35.98
67170400020,"PD BERRY BLUE PINT       ",1,0,$5.48
67170400020,"PD BERRY BLUE PINT       ",0,25,-$1.37
2060042543,"PD MUSH LARGE 10LB       ",1,0,$31.18
2060042543,"PD MUSH LARGE 10LB       ",0,25,-$7.80
9492247024,"GRAPESEED OIL 100%       ",0,1,$79.99
2060042750,"PD SQUASH ITALN MD       ",4,0,$60.56
2060080007,"PD POTATO RED A #2       ",1,0,$28.40
2060080007,"PD POTATO RED A #2       ",1,0,$28.40
2060042625,"PD CABB GREEN SACK       ",1,0,$17.18
2060042761,"PD YAM JEWEL JBO         ",1,0,$17.64
2060044658,"PD BRUSSEL SPROUT        ",1,0,$31.85
0,Sub-Total,0,0,$399.47
0,Tax,0,0,$34.45
0,Total,0,0,$433.92
0,"DEBIT    0445",0,0,$433.92
0,Balance,0,0,$0.00
