"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 6623","Terminal 13 - 03/10/2023 10:03 am"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
7127038559,"QUINOA WHITE       5#    ",0,1,$23.63
7127038559,"QUINOA WHITE       5#    ",0,1,$23.63
7127038559,"QUINOA WHITE       5#    ",0,1,$23.63
2060042625,"PD CABB GREEN SACK       ",1,0,$14.88
2060042761,"PD YAM JEWEL JBO         ",1,0,$17.64
67035498875,"TOWEL TERRY 75CT   75CT  ",1,0,$24.96
62809003004,"PD POTATO RED A #2       ",1,0,$19.90
62809003004,"PD POTATO RED A #2       ",1,0,$19.90
854067004002,"PD BROC CROWNS DW        ",1,0,$20.42
2060059143,"PD CARROT JMBO 25#       ",1,0,$9.45
2060042791,"PD BROC CROWNS DW        ",1,0,$20.42
2060042791,"PD BROC CROWNS DW        ",1,0,$20.42
2060042791,"PD BROC CROWNS DW        ",1,0,$20.42
2060042791,"PD BROC CROWNS DW        ",1,0,$20.42
2060042791,"PD BROC CROWNS DW        ",1,0,$20.42
2060042791,"PD BROC CROWNS DW        ",1,0,$20.42
2060059143,"PD CARROT JMBO 25#       ",1,0,$9.45
20798350000,"BF INS RND XT SEL  R/W   ",90.4,0,$326.34
20798350000,"BF INS RND XT SEL  R/W   ",90.4,0,-$18.98
0,Sub-Total,0,0,$637.37
0,Tax,0,0,$54.97
0,Total,0,0,$692.34
0,"DEBIT    0445",0,0,$692.34
0,Balance,0,0,$0.00
