"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 3270","Terminal 11 - 02/07/2023 12:30 pm"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
7127038559,"QUINOA WHITE       5#    ",0,1,$23.63
7127038559,"QUINOA WHITE       5#    ",0,1,$23.63
20798350000,"BF INS RND XT SEL  R/W   ",73,0,$248.20
20798350000,"BF INS RND XT SEL  R/W   ",73,0,-$22.63
20798350000,"BF INS RND XT SEL  R/W   ",73.9,0,$228.35
20798350000,"BF INS RND XT SEL  R/W   ",79.5,0,$245.66
20776700000,"CHX LEG QTR SM           ",40,0,$20.40
20776700000,"CHX LEG QTR SM           ",40,0,$20.40
20795010000,"CHX HAL BRST JMB         ",40,0,$50.40
20795010000,"CHX HAL BRST JMB         ",40,0,$50.40
20795010000,"CHX HAL BRST JMB         ",40,0,$50.40
20795010000,"CHX HAL BRST JMB         ",40,0,$50.40
20795010000,"CHX HAL BRST JMB         ",40,0,$50.40
0,Sub-Total,0,0,"$1,039.64"
0,Tax,0,0,$89.67
0,Total,0,0,"$1,129.31"
0,"DEBIT    0445",0,0,"$1,129.31"
0,Balance,0,0,$0.00
