"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 12040","Terminal 11 - 10/24/2023 10:57 am"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
2060059143,"PD CARROT JMBO 25#       ",1,0,$20.67
2060059143,"PD CARROT JMBO 25#       ",1,0,$20.67
76335203030,"WINE CKING SHERRY  4/1GL ",0,1,$20.17
62809003004,"PD POTATO RED A #2       ",1,0,$25.22
62809003004,"PD POTATO RED A #2       ",1,0,$25.22
2060042625,"PD CABB GREEN SACK       ",1,0,$22.26
2060044658,"PD BRUSSEL SPROUT        ",1,0,$66.91
2060042750,"PD SQUASH ITALN MD       ",1,0,$11.52
2060042750,"PD SQUASH ITALN MD       ",1,0,$11.52
2060042750,"PD SQUASH ITALN MD       ",1,0,$11.52
2060042545,"PD ONION YEL JBO         ",1,0,$18.28
2060042791,"PD BROC CROWNS DW        ",1,0,$21.11
2060042791,"PD BROC CROWNS DW        ",1,0,$21.11
2060042791,"PD BROC CROWNS DW        ",1,0,$21.11
85106300214,"PD YAM JEWEL JBO         ",1,0,$28.61
2060042710,"PD PPR JALAPENO CS       ",1,0,$40.84
0,Sub-Total,0,0,$386.74
0,Tax,0,0,$33.36
0,Total,0,0,$420.10
0,"DEBIT    6866",0,0,$420.10
0,Balance,0,0,$0.00
