"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 216","Terminal 13 - 01/11/2023 12:18 pm"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
76069557368,"SPC GRAN ONION     5#    ",1,0,$26.98
76069557288,"SPC PEPR BLK GRND  5LB   ",1,0,$24.22
76069557320,"SPC GARLIC GRAN    7#    ",1,0,$26.40
2060059143,"PD CARROT JMBO 25#       ",1,0,$12.04
2060059143,"PD CARROT JMBO 25#       ",1,0,$12.04
2060059143,"PD CARROT JMBO 25#       ",1,0,$12.04
2060044663,"PD CARROT BULK 50#       ",1,0,$16.36
2060042791,"PD BROC CROWNS DW        ",1,0,$24.46
2060042791,"PD BROC CROWNS DW        ",1,0,$24.46
2060042791,"PD BROC CROWNS DW        ",1,0,$24.46
2060042791,"PD BROC CROWNS DW        ",1,0,$24.46
2060059168,"PD EGGPLANT 24CT         ",1,0,$18.05
813831016273,"PD KALE GREEN 24CT       ",1,0,$23.56
2700039061,"TOM SAUCE HUNTS          ",0,1,$36.34
81099803575,"GLOVE NITRILE MED        ",0,1,$39.12
62809003004,"PD POTATO RED A #2       ",1,0,$27.09
62809003004,"PD POTATO RED A #2       ",1,0,$27.09
62809003004,"PD POTATO RED A #2       ",1,0,$27.09
76069502248,"CONT SOUP CMB SC12       ",1,0,$29.34
76069502249,"CONT SOUP CMB SC16       ",1,0,$30.53
51497385569,"PD CABB GREEN SACK       ",1,0,$17.06
4473807234,"SCE SWEET CHILI    32Z   ",0,1,$32.99
2060042625,"PD CABB GREEN SACK       ",1,0,$17.06
2060042625,"PD CABB GREEN SACK       ",-1,0,-$17.06
0,Sub-Total,0,0,$536.18
0,Tax,0,0,$46.25
0,Total,0,0,$582.43
0,"DEBIT    0445",0,0,$582.43
0,Balance,0,0,$0.00
