"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 14834","Terminal 12 - 04/15/2024 12:50 pm"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
61070809790,"PD HRB DILL 1LB          ",1,0,$6.98
2060059143,"PD CARROT JMBO 25#       ",3,0,$35.97
81935701371,"FSH SALM PINK 6Z         ",1,0,$41.93
62809003004,"PD POTATO RED A #2       ",1,0,$28.21
76069502248,"CONT SOUP CMB SC12       ",1,0,$26.99
76069502249,"CONT SOUP CMB SC16       ",1,0,$29.99
76069502248,"CONT SOUP CMB SC12       ",1,0,$26.99
2060042625,"PD CABB GREEN SACK       ",1,0,$15.58
85000897604,"PD SQUASH ITALN MD       ",1,0,$15.38
85000897604,"PD SQUASH ITALN MD       ",1,0,$15.38
2060042714,"PD PPR BELL RED LG       ",1,0,$18.54
76069533489,"GLV EXAM NIT BL LG       ",0,1,$35.28
2060080032,"PD YAM JEWEL JBO         ",1,0,$18.19
2060042791,"PD BROC CROWNS DW        ",1,0,$24.10
2060042791,"PD BROC CROWNS DW        ",1,0,$24.10
2060042791,"PD BROC CROWNS DW        ",1,0,$24.10
0,Sub-Total,0,0,$387.71
0,Tax,0,0,$33.44
0,Total,0,0,$421.15
0,"DEBIT    6866",0,0,$421.15
0,Balance,0,0,$0.00
