"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 4650","Terminal 11 - 09/12/2023 9:41 am"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
9951104152,"CAM RND 22QT WHT         ",1,0,$19.37
9951104152,"CAM RND 22QT WHT         ",1,0,$19.37
9951104152,"CAM RND 22QT WHT         ",1,0,$19.37
20798350000,"BF INS RND XT SEL  R/W   ",88.5,0,$371.70
20798350000,"BF INS RND XT SEL  R/W   ",88.5,0,-$17.70
20772320000,"CHX BRST JMB             ",40,0,$76.80
20776700000,"CHX LEG QTR SM           ",40,0,$26.40
20776700000,"CHX LEG QTR SM           ",40,0,$26.40
20772320000,"CHX BRST JMB             ",40,0,$76.80
20772320000,"CHX BRST JMB             ",40,0,$76.80
20772320000,"CHX BRST JMB             ",40,0,$76.80
20772320000,"CHX BRST JMB             ",40,0,$76.80
20772320000,"CHX BRST JMB             ",40,0,$76.80
3500053122,"FABULOSO LAVENDER  169Z  ",1,0,$22.24
71575610001,"PD BERRY RASPBERRY       ",0,1,$38.61
71575610001,"PD BERRY RASPBERRY       ",0,40,-$15.44
76163520500,"PD STRAWBERRY NATL       ",0,2,$55.06
76163520500,"PD STRAWBERRY NATL       ",0,45,-$24.78
0,Sub-Total,0,0,"$1,001.40"
0,Tax,0,0,$86.37
0,Total,0,0,"$1,087.77"
0,"DEBIT    6866",0,0,"$1,087.77"
0,Balance,0,0,$0.00
