"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 29816","Terminal 13 - 01/22/2024 1:32 pm"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
76069501857,"SYRUP MOLASSES CQ        ",1,0,$19.79
85228700473,"CONT REC BLK 28Z         ",1,0,$43.35
85228700473,"CONT REC BLK 28Z         ",1,0,$43.35
85228700473,"CONT REC BLK 28Z         ",1,0,$43.35
85228700473,"CONT REC BLK 28Z         ",1,0,$43.35
7127030275,"SALT SEA FINE DD         ",0,1,$21.01
0,Sub-Total,0,0,$214.20
0,Tax,0,0,$18.47
0,Total,0,0,$232.67
0,"DEBIT    6866",0,0,$232.67
0,Balance,0,0,$0.00
