"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 4293","Terminal 13 - 02/18/2023 12:00 pm"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
2060042750,"PD SQUASH ITALN MD       ",1,0,$13.09
2060042750,"PD SQUASH ITALN MD       ",1,0,$13.09
2060042750,"PD SQUASH ITALN MD       ",1,0,$13.09
2060042750,"PD SQUASH ITALN MD       ",1,0,$13.09
2060042750,"PD SQUASH ITALN MD       ",1,0,$13.09
2060042708,"PD PPR BELL GREEN        ",1,0,$14.14
5286711735,"PD BRUSSEL SPROUT        ",1,0,$25.14
2060042791,"PD BROC CROWNS DW        ",1,0,$21.11
2060042791,"PD BROC CROWNS DW        ",1,0,$21.11
2060042791,"PD BROC CROWNS DW        ",1,0,$21.11
2060042791,"PD BROC CROWNS DW        ",1,0,$21.11
2060042791,"PD BROC CROWNS DW        ",1,0,$21.11
2060042791,"PD BROC CROWNS DW        ",1,0,$21.11
2060042545,"PD ONION YEL JBO         ",1,0,$23.02
2060080007,"PD POTATO RED A #2       ",1,0,$27.09
7148514506,"SPONGE GRN/YEL           ",1,0,$6.27
80124311769,"GREEN SCRNG PADS         ",1,0,$5.55
85159800733,"GLOVE NITRILE MED        ",0,1,$29.96
20795030000,"CHX HAL LEG QTR SM       ",40,0,$25.60
20795010000,"CHX HAL BRST JMB         ",40,0,$60.80
20795010000,"CHX HAL BRST JMB         ",40,0,$60.80
20795010000,"CHX HAL BRST JMB         ",40,0,$60.80
20795010000,"CHX HAL BRST JMB         ",40,0,$60.80
20795030000,"CHX HAL LEG QTR SM       ",40,0,$25.60
20795010000,"CHX HAL BRST JMB         ",40,0,$60.80
20795030000,"CHX HAL LEG QTR SM       ",40,0,$25.60
20795010000,"CHX HAL BRST JMB         ",40,0,$60.80
76069502247,"CONT SOUP CMB SC8        ",1,0,$27.21
20798350000,"BF INS RND XT SEL  R/W   ",71.4,0,$235.62
20798350000,"BF INS RND XT SEL  R/W   ",71.4,0,-$14.99
20798350000,"BF INS RND XT SEL  R/W   ",72.7,0,$224.64
76069500627,"ORANGE THUN CITRUS       ",0,1,$34.21
3500053122,"FABULOSO LAVENDER  169Z  ",0,1,$41.03
2060042625,"PD CABB GREEN SACK       ",1,0,$18.93
0,Sub-Total,0,0,"$1,331.53"
0,Tax,0,0,$114.84
0,Total,0,0,"$1,446.37"
0,"DEBIT    0445",0,0,"$1,446.37"
0,Balance,0,0,$0.00
