"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 19254","Terminal 12 - 03/27/2023 3:46 pm"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
2060042519,"PD KALE GREEN 24CT       ",1,0,$28.69
4473807234,"SCE SWEET CHILI    32Z   ",0,1,$35.79
76069502249,"CONT SOUP CMB SC16       ",1,0,$31.42
3022301455,"PD SPINACH CLEAN         ",1,0,$5.68
3022301455,"PD SPINACH CLEAN         ",1,0,$5.68
2060042519,"PD KALE GREEN 24CT       ",-1,0,-$28.69
2060042519,"PD KALE GREEN 24CT       ",1,0,$28.69
2060042519,"PD KALE GREEN 24CT       ",0,25,-$7.17
2060042791,"PD BROC CROWNS DW        ",4,0,$95.96
2060042791,"PD BROC CROWNS DW        ",0,25,-$23.99
0,Sub-Total,0,0,$172.06
0,Tax,0,0,$14.84
0,Total,0,0,$186.90
0,"DEBIT    0445",0,0,$186.90
0,Balance,0,0,$0.00
