"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 6086","Terminal 11 - 09/19/2023 11:56 am"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
76069502248,"CONT SOUP CMB SC12       ",1,0,$29.69
76069502248,"CONT SOUP CMB SC12       ",1,0,$29.69
76069502248,"CONT SOUP CMB SC12       ",1,0,$29.69
76069502249,"CONT SOUP CMB SC16       ",1,0,$28.99
20795030000,"CHX HAL LEG QTR SM       ",40,0,$26.80
20795030000,"CHX HAL LEG QTR SM       ",40,0,$26.80
4473807514,"MILK COCONUT CHAOK 6/#10 ",0,1,$63.50
20795030000,"CHX HAL LEG QTR SM       ",40,0,$26.80
80169881767,"FRY PAN COATED 14I       ",1,0,$39.66
80169881767,"FRY PAN COATED 14I       ",1,0,$39.66
80169881767,"FRY PAN COATED 14I       ",1,0,$39.66
2060042545,"PD ONION YEL JBO         ",1,0,$19.46
2060042545,"PD ONION YEL JBO         ",1,0,$19.46
2060042545,"PD ONION YEL JBO         ",-1,0,-$19.46
76069501857,"SYRUP MOLASSES CQ        ",2,0,$40.20
76069501857,"SYRUP MOLASSES CQ        ",0,45,-$18.09
0,Sub-Total,0,0,$422.51
0,Tax,0,0,$36.44
0,Total,0,0,$458.95
0,"DEBIT    6866",0,0,$458.95
0,Balance,0,0,$0.00
