"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 253","Terminal 12 - 06/13/2023 11:46 am"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
76069557292,"SPC CAJUN SEASONIN 6LB   ",1,0,$25.16
7004161000,"CRAWFISH 150/200CT       ",1,0,$10.71
7004161000,"CRAWFISH 150/200CT       ",1,0,$10.71
4902900034,"SQUID T&T CLN 3-5        ",1,0,$12.32
74863110602,"RF SHRP U/15 GULF        ",1,0,$39.95
2956412826,"FSH SCAL PR 80-120       ",0,1,$48.66
20798350000,"BF INS RND XT SEL  R/W   ",71.1,0,$267.34
20798350000,"BF INS RND XT SEL  R/W   ",71.1,0,-$14.93
20798350000,"BF INS RND XT SEL  R/W   ",66,0,$234.30
20795030000,"CHX HAL LEG QTR SM       ",40,0,$29.60
20795030000,"CHX HAL LEG QTR SM       ",40,0,$29.60
20795030000,"CHX HAL LEG QTR SM       ",40,0,$29.60
20795010000,"CHX HAL BRST JMB         ",40,0,$66.80
20795010000,"CHX HAL BRST JMB         ",40,0,$66.80
20795010000,"CHX HAL BRST JMB         ",40,0,$66.80
20795010000,"CHX HAL BRST JMB         ",40,0,$66.80
20795010000,"CHX HAL BRST JMB         ",40,0,$66.80
20795010000,"CHX HAL BRST JMB         ",40,0,$66.80
20795010000,"CHX HAL BRST JMB         ",40,0,$66.80
88293460001,"KIK BAG MYLAR            ",1,0,$1.86
0,Sub-Total,0,0,"$1,192.48"
0,Tax,0,0,$102.85
0,Total,0,0,"$1,295.33"
0,"DEBIT    6866",0,0,"$1,295.33"
0,Balance,0,0,$0.00
