"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 25126","Terminal 11 - 01/30/2024 11:36 am"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
3485616803,"WELCHS FRUIT SNACK 2.25OZ",7,0,$73.43
3485616803,"WELCHS FRUIT SNACK 2.25OZ",0,45,-$33.04
74410199000,"PD PINEAPPLE LGE         ",3,0,$60.75
74410199000,"PD PINEAPPLE LGE         ",0,40,-$24.30
76069502248,"CONT SOUP CMB SC12       ",1,0,$29.69
7248898438,"FIGS BLACK         28Z   ",1,0,$17.48
7127038559,"QUINOA WHITE       5#    ",0,1,$23.04
76069533489,"GLV EXAM NIT BL LG       ",0,1,$35.28
7127038559,"QUINOA WHITE       5#    ",0,1,$23.04
0,Sub-Total,0,0,$205.37
0,Tax,0,0,$17.71
0,Total,0,0,$223.08
0,"DEBIT    6866",0,0,$223.08
0,Balance,0,0,$0.00
