"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 11838","Terminal 11 - 04/17/2023 3:49 pm"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
2060059143,"PD CARROT JMBO 25#       ",3,0,$36.12
2956412826,"FSH SCAL PR 80-120       ",0,1,$48.66
81193602056,"PDU PPR HABANERO2#       ",1,0,$12.60
2060042750,"PD SQUASH ITALN MD       ",1,0,$13.05
2060042750,"PD SQUASH ITALN MD       ",1,0,$13.05
2060042750,"PD SQUASH ITALN MD       ",1,0,$13.05
2060044658,"PD BRUSSEL SPROUT        ",1,0,$32.92
2060044658,"PD BRUSSEL SPROUT        ",1,0,$32.92
62809003004,"PD POTATO RED A #2       ",1,0,$28.40
62809003004,"PD POTATO RED A #2       ",1,0,$28.40
2060042761,"PD YAM JEWEL JBO         ",1,0,$17.64
81865401041,"PD ORANGE 113CT          ",1,0,$24.47
813831016273,"PD KALE GREEN 24CT       ",1,0,$24.52
85000897607,"PD PPR BELL RED LG       ",1,0,$31.49
71575620002,"PD STRAWBERRY NATL       ",1,0,$3.99
81193602045,"PD TOMATILLO CS          ",1,0,$26.36
20401560000,"RF SALMON COHO FLT       ",2.87,0,$20.06
20401560000,"RF SALMON COHO FLT       ",3.03,0,$21.18
0,Sub-Total,0,0,$428.88
0,Tax,0,0,$36.99
0,Total,0,0,$465.87
0,"DEBIT    0445",0,0,$465.87
0,Balance,0,0,$0.00
