"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 7033","Terminal 11 - 03/07/2023 4:00 pm"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
2060042543,"PD MUSH LARGE 10LB       ",2,0,$62.36
2060042543,"PD MUSH LARGE 10LB       ",0,25,-$15.59
2700039061,"TOM SAUCE HUNTS          ",0,1,$36.34
9492247024,"GRAPESEED OIL 100%       ",0,1,$79.99
20776700000,"CHX LEG QTR SM           ",40,0,$25.20
20776700000,"CHX LEG QTR SM           ",40,0,$25.20
20776700000,"CHX LEG QTR SM           ",40,0,$25.20
20795010000,"CHX HAL BRST JMB         ",40,0,$63.60
20795010000,"CHX HAL BRST JMB         ",40,0,$63.60
0,Sub-Total,0,0,$365.90
0,Tax,0,0,$31.56
0,Total,0,0,$397.46
0,"DEBIT    0445",0,0,$397.46
0,Balance,0,0,$0.00
