"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 28067","Terminal 11 - 02/20/2024 12:47 pm"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
85176800272,"PD BRUSSEL SPROUT        ",2,0,$62.00
3022301456,"PD CILANTRO 1#           ",1,0,$5.19
3022301456,"PD CILANTRO 1#           ",-1,0,-$5.19
85176800272,"PD BRUSSEL SPROUT        ",-2,0,-$62.00
85176800272,"PD BRUSSEL SPROUT        ",3,0,$93.00
85176800272,"PD BRUSSEL SPROUT        ",0,30,-$27.90
81490501001,"PD BEET SK 25 LB         ",1,0,$22.15
2060059143,"PD CARROT JMBO 25#       ",1,0,$14.14
81004390121,"SHRP P&D TO 16-20        ",0,1,$51.63
2060042625,"PD CABB GREEN SACK       ",1,0,$18.09
2060080032,"PD YAM JEWEL JBO         ",1,0,$18.19
62809003004,"PD POTATO RED A #2       ",1,0,$23.31
62809003004,"PD POTATO RED A #2       ",1,0,$23.31
2060042791,"PD BROC CROWNS DW        ",3,0,$47.61
571067800030,"FSH FAROE SALM 8Z        ",1,0,$46.25
2060042750,"PD SQUASH ITALN MD       ",1,0,$18.94
2060056266,"PD CUCUMBER HH BLK       ",1,0,$24.80
2060056266,"PD CUCUMBER HH BLK       ",-1,0,-$24.80
85000897604,"PD SQUASH ITALN MD       ",1,0,$18.94
0,Sub-Total,0,0,$367.66
0,Tax,0,0,$31.71
0,Total,0,0,$399.37
0,"DEBIT    6866",0,0,$399.37
0,Balance,0,0,$0.00
