"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 11910","Terminal 12 - 01/25/2023 5:07 pm"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
81099803575,"GLOVE NITRILE MED        ",0,1,$40.62
76069502249,"CONT SOUP CMB SC16       ",1,0,$30.53
76069502248,"CONT SOUP CMB SC12       ",1,0,$29.34
20776700000,"CHX LEG QTR SM           ",40,0,$20.00
20795010000,"CHX HAL BRST JMB         ",40,0,$51.60
20795010000,"CHX HAL BRST JMB         ",40,0,$51.60
20795010000,"CHX HAL BRST JMB         ",40,0,$51.60
20798350000,"BF INS RND XT SEL  R/W   ",74.6,0,$256.62
20798350000,"BF INS RND XT SEL  R/W   ",74.6,0,-$23.13
20798350000,"BF INS RND XT SEL  R/W   ",70.9,0,$221.92
20776700000,"CHX LEG QTR SM           ",40,0,$20.00
20795010000,"CHX HAL BRST JMB         ",40,0,$51.60
20795010000,"CHX HAL BRST JMB         ",40,0,$51.60
20795010000,"CHX HAL BRST JMB         ",40,0,$51.60
20795010000,"CHX HAL BRST JMB         ",40,0,$51.60
0,Sub-Total,0,0,$957.10
0,Tax,0,0,$82.55
0,Total,0,0,"$1,039.65"
0,"DEBIT    0445",0,0,"$1,039.65"
0,Balance,0,0,$0.00
