"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 3525","Terminal 12 - 01/02/2024 4:02 pm"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
695034840034,"PDU GINGER FR 5LBS       ",1,0,$12.23
76069555402,"VINEGAR BLSMC 1DMD 5LTR  ",1,0,$17.19
80169881767,"FRY PAN COATED 14I       ",1,0,$39.66
74069565165,"PD LETT ROMAINE HT       ",1,0,$4.92
7127038559,"QUINOA WHITE       5#    ",0,1,$23.04
76335203030,"WINE CKING SHERRY  4/1GL ",0,1,$20.17
2060042625,"PD CABB GREEN SACK       ",1,0,$20.26
76069502248,"CONT SOUP CMB SC12       ",1,0,$29.69
76069502249,"CONT SOUP CMB SC16       ",1,0,$31.32
76069502250,"CONT SOUP CMB SC24       ",1,0,$38.36
0,Sub-Total,0,0,$236.84
0,Tax,0,0,$20.43
0,Total,0,0,$257.27
0,"DEBIT    6866",0,0,$257.27
0,Balance,0,0,$0.00
