"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 27046","Terminal 11 - 08/01/2023 11:43 am"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
1282200904,"OIL SEASAME PURE   56Z   ",1,0,$20.43
76069557288,"SPC PEPR BLK GRND  5LB   ",1,0,$20.73
2060059143,"PD CARROT JMBO 25#       ",1,0,$18.97
7127038559,"QUINOA WHITE       5#    ",0,1,$23.92
81004390121,"SHRP P&D TO 16-20        ",0,1,$51.90
81004390121,"SHRP P&D TO 16-20        ",0,1,$51.90
7127038559,"QUINOA WHITE       5#    ",0,1,$23.92
2060080007,"PD POTATO RED A #2       ",3,0,$119.40
2060042714,"PD PPR BELL RED LG       ",1,0,$24.10
2060042625,"PD CABB GREEN SACK       ",1,0,$17.23
2060042545,"PD ONION YEL JBO         ",1,0,$21.80
2060042791,"PD BROC CROWNS DW        ",4,0,$93.88
2060042750,"PD SQUASH ITALN MD       ",3,0,$58.26
2060042750,"PD SQUASH ITALN MD       ",0,25,-$14.56
81193602037,"PD CELERY BULK           ",1,0,$31.60
2060059143,"PD CARROT JMBO 25#       ",1,0,$18.97
0,Sub-Total,0,0,$582.45
0,Tax,0,0,$50.24
0,Total,0,0,$632.69
0,"DEBIT    6866",0,0,$632.69
0,Balance,0,0,$0.00
