"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 3275","Terminal 11 - 02/07/2023 12:50 pm"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
76069502249,"CONT SOUP CMB SC16       ",1,0,$30.53
76069502248,"CONT SOUP CMB SC12       ",1,0,$29.34
695034840034,"PDU GINGER FR 5LBS       ",1,0,$11.80
2060042579,"PD ASPARAGUS BAG         ",10,0,$135.60
2060042579,"PD ASPARAGUS BAG         ",0,50,-$67.80
2060042835,"PD MUSH MEDIUM 10#       ",1,0,$25.29
2060042835,"PD MUSH MEDIUM 10#       ",0,25,-$6.32
0,Sub-Total,0,0,$158.44
0,Tax,0,0,$13.67
0,Total,0,0,$172.11
0,"DEBIT    0445",0,0,$172.11
0,Balance,0,0,$0.00
