"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 4348","Terminal 13 - 02/26/2024 7:44 am"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
76069557368,"SPC GRAN ONION     5#    ",1,0,$22.49
76069557292,"SPC CAJUN SEASONIN 6LB   ",1,0,$21.59
76069501857,"SYRUP MOLASSES CQ        ",1,0,$19.79
64919399999,"SAUCE FISH SQUID   25Z   ",0,1,$29.81
20772320000,"CHX BRST JMB             ",40,0,$63.60
20772320000,"CHX BRST JMB             ",40,0,$63.60
7127038559,"QUINOA WHITE       5#    ",0,1,$23.04
7127038559,"QUINOA WHITE       5#    ",0,1,$23.04
7127038559,"QUINOA WHITE       5#    ",0,1,$23.04
76069500823,"HONEY LT AMBER CQ        ",0,1,$43.93
20798350000,"BF INS RND XT SEL  R/W   ",78.3,0,$292.84
20798350000,"BF INS RND XT SEL  R/W   ",78.3,0,-$15.66
76069502248,"CONT SOUP CMB SC12       ",1,0,$29.69
20772320000,"CHX BRST JMB             ",40,0,$63.60
20772320000,"CHX BRST JMB             ",40,0,$63.60
20772320000,"CHX BRST JMB             ",40,0,$63.60
20772320000,"CHX BRST JMB             ",40,0,$63.60
20797270000,"XXCHX PRTY WNG FRZ       ",40,0,$93.60
76069533489,"GLV EXAM NIT BL LG       ",0,1,$35.28
20770880000,"XX CHX LEG QTR FRZ 40#   ",40,0,$16.00
20770880000,"XX CHX LEG QTR FRZ 40#   ",0,25,-$4.00
20770880000,"XX CHX LEG QTR FRZ 40#   ",40,0,$16.00
20770880000,"XX CHX LEG QTR FRZ 40#   ",0,25,-$4.00
70510599237,"PD BEET SK 25 LB         ",1,0,$22.15
62809003004,"PD POTATO RED A #2       ",1,0,$23.31
62809003004,"PD POTATO RED A #2       ",1,0,$23.31
76335203030,"WINE CKING SHERRY  4/1GL ",0,1,$20.17
2060042750,"PD SQUASH ITALN MD       ",1,0,$17.74
2060042750,"PD SQUASH ITALN MD       ",1,0,$17.74
2060042750,"PD SQUASH ITALN MD       ",1,0,$17.74
2060042750,"PD SQUASH ITALN MD       ",1,0,$17.74
76069503125,"PD BROC CROWNS DW        ",1,0,$14.20
76069503125,"PD BROC CROWNS DW        ",1,0,$14.20
854067004002,"PD BROC CROWNS DW        ",1,0,$14.20
854067004002,"PD BROC CROWNS DW        ",1,0,$14.20
76069500214,"TOM PASTE ISABELLA       ",0,1,$43.60
2060059143,"PD CARROT JMBO 25#       ",1,0,$12.43
2060059143,"PD CARROT JMBO 25#       ",1,0,$12.43
2060080032,"PD YAM JEWEL JBO         ",1,0,$18.19
0,Sub-Total,0,0,"$1,351.43"
0,Tax,0,0,$116.56
0,Total,0,0,"$1,467.99"
0,"DEBIT    6866",0,0,"$1,467.99"
0,Balance,0,0,$0.00
