"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 12773","Terminal 11 - 04/24/2023 4:35 pm"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
2060067164,"PD PINEAPPLE LGE         ",3,0,$55.50
2060067164,"PD PINEAPPLE LGE         ",0,40,-$22.20
89182400219,"PD TOMATO 25LB XL        ",1,0,$15.17
89182400219,"PD TOMATO 25LB XL        ",0,50,-$7.58
0,Sub-Total,0,0,$40.89
0,Tax,0,0,$3.53
0,Total,0,0,$44.42
0,"DEBIT    0445",0,0,$44.42
0,Balance,0,0,$0.00
