"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 999","Terminal 11 - 01/17/2023 12:57 pm"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
76335203041,"WINE CKING SAUTERN 4/1GL ",1,0,$6.58
76335203041,"WINE CKING SAUTERN 4/1GL ",1,0,$6.58
61070809791,"PD HRB BASIL 1LB         ",1,0,$5.13
61070809791,"PD HRB BASIL 1LB         ",1,0,$5.13
70510599238,"PD RADISH SACK 25#       ",1,0,$39.97
20795030000,"CHX HAL LEG QTR SM       ",40,0,$23.60
20795030000,"CHX HAL LEG QTR SM       ",40,0,$23.60
2060042518,"PD GRNS COLLARD 24       ",1,0,$31.88
2060042570,"PD LEMON CH 75/115       ",1,0,$36.99
2060044658,"PD BRUSSEL SPROUT        ",1,0,$52.65
0,Sub-Total,0,0,$232.11
0,Tax,0,0,$20.02
0,Total,0,0,$252.13
0,"DEBIT    0445",0,0,$252.13
0,Balance,0,0,$0.00
