"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 974","Terminal 11 - 04/05/2024 5:56 pm"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
82373401446,"PD ORG SPINCH BABY       ",1,0,$12.57
82373401446,"PD ORG SPINCH BABY       ",0,25,-$3.14
82373401447,"PD ORG ARUGULA BBY       ",1,0,$12.56
82373401447,"PD ORG ARUGULA BBY       ",0,25,-$3.14
82373401446,"PD ORG SPINCH BABY       ",1,0,$12.57
82373401446,"PD ORG SPINCH BABY       ",0,25,-$3.14
82373401447,"PD ORG ARUGULA BBY       ",1,0,$12.56
82373401447,"PD ORG ARUGULA BBY       ",0,25,-$3.14
2060042647,"PD HRB MINT              ",1,0,$6.09
2060042647,"PD HRB MINT              ",0,25,-$1.52
61070809791,"PD HRB BASIL 1LB         ",1,0,$6.12
61070809791,"PD HRB BASIL 1LB         ",0,25,-$1.53
7127030067,"TOM SUNDRY JULIENN 5LB   ",1,0,$24.61
7127030067,"TOM SUNDRY JULIENN 5LB   ",0,25,-$6.15
81193602052,"PD CILANTRO 30CT         ",1,0,$14.81
81193602052,"PD CILANTRO 30CT         ",0,25,-$3.70
2060042835,"PD MUSH MEDIUM 10#       ",2,0,$46.70
2060042835,"PD MUSH MEDIUM 10#       ",0,25,-$11.68
2060044137,"PD PPR SERRANO CS        ",1,0,$47.35
2060044137,"PD PPR SERRANO CS        ",0,25,-$11.84
76069533489,"GLV EXAM NIT BL LG       ",0,1,$35.28
7241245001,"VINEGR WINE RED    1GL   ",1,0,$10.02
8437004591432,"PD GARLIC SPAINPLD       ",1,0,$17.96
76069502248,"CONT SOUP CMB SC12       ",1,0,$26.99
20776700000,"CHX LEG QTR SM           ",40,0,$26.40
20776700000,"CHX LEG QTR SM           ",40,0,$26.40
20776700000,"CHX LEG QTR SM           ",40,0,$26.40
20776700000,"CHX LEG QTR SM           ",40,0,$26.40
20776700000,"CHX LEG QTR SM           ",40,0,$26.40
20776700000,"CHX LEG QTR SM           ",40,0,$26.40
76069502249,"CONT SOUP CMB SC16       ",1,0,$29.99
76069502250,"CONT SOUP CMB SC24       ",1,0,$45.99
85000897600,"PD CUCUMBER SEL 72       ",1,0,$21.40
76069503125,"PD BROC CROWNS DW        ",1,0,$24.04
85000897600,"PD CUCUMBER SEL 72       ",1,0,$21.40
2060042519,"PD KALE GREEN 24CT       ",1,0,$25.16
0,Sub-Total,0,0,$563.59
0,Tax,0,0,$47.06
0,Total,0,0,$610.65
0,"DEBIT    6866",0,0,$610.65
0,Balance,0,0,$0.00
