"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 2129","Terminal 13 - 01/29/2023 8:43 am"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
7127030003,"TOMATO DRIED STRIP 4/5#  ",1,0,$19.11
61070809790,"PD HRB DILL 1LB          ",1,0,$5.95
61070809790,"PD HRB DILL 1LB          ",0,25,-$1.49
61070809795,"PD HRB THYME 1LB         ",1,0,$5.94
61070809795,"PD HRB THYME 1LB         ",0,25,-$1.48
61070809797,"PD HRB OREGANO           ",1,0,$6.66
61070809797,"PD HRB OREGANO           ",0,30,-$2.00
8437004591432,"PD GARLIC SPAINPLD       ",1,0,$15.82
20798350000,"BF INS RND XT SEL  R/W   ",71,0,$247.08
20798350000,"BF INS RND XT SEL  R/W   ",71,0,-$22.01
20798350000,"BF INS RND XT SEL  R/W   ",61.4,0,$194.64
20795010000,"CHX HAL BRST JMB         ",40,0,$57.20
20795010000,"CHX HAL BRST JMB         ",40,0,$57.20
20795010000,"CHX HAL BRST JMB         ",40,0,$57.20
20795010000,"CHX HAL BRST JMB         ",40,0,$57.20
20795010000,"CHX HAL BRST JMB         ",40,0,$57.20
20798350000,"BF INS RND XT SEL  R/W   ",71.2,0,$225.70
0,Sub-Total,0,0,$979.92
0,Tax,0,0,$83.15
0,Total,0,0,"$1,063.07"
0,"DEBIT    0445",0,0,"$1,063.07"
0,Balance,0,0,$0.00
