"Restaurant Depot 707 ,  "
,"EIGHTYTWENTY LLC"
,"2511S.,GEORGIA"
,"AMARILLO, TX 791019999           "
"Invoice 448","Terminal 11 - 01/11/2023 11:52 am"
UPC,Description,UnitQty,CaseQty,Price
-2,"Previous Balance",0,0,$0.00
76335203030,"WINE CKING SHERRY  4/1GL ",0,1,$19.28
20772320000,"CHX BRST JMB             ",40,0,$44.80
20772320000,"CHX BRST JMB             ",40,0,$44.80
20772320000,"CHX BRST JMB             ",40,0,$44.80
20772320000,"CHX BRST JMB             ",40,0,$44.80
20772320000,"CHX BRST JMB             ",40,0,$44.80
20776700000,"CHX LEG QTR SM           ",40,0,$21.60
20798350000,"BF INS RND XT SEL  R/W   ",70.7,0,$243.92
20798350000,"BF INS RND XT SEL  R/W   ",70.7,0,-$21.92
20772320000,"CHX BRST JMB             ",40,0,$44.80
20772320000,"CHX BRST JMB             ",40,0,$44.80
20772320000,"CHX BRST JMB             ",40,0,$44.80
20772320000,"CHX BRST JMB             ",40,0,$44.80
20772320000,"CHX BRST JMB             ",40,0,$44.80
20776700000,"CHX LEG QTR SM           ",40,0,$21.60
20776700000,"CHX LEG QTR SM           ",40,0,$21.60
2060042690,"PD ONION RED 10#         ",1,0,$7.71
2060042545,"PD ONION YEL JBO         ",1,0,$22.23
20798350000,"BF INS RND XT SEL  R/W   ",71.2,0,$223.57
20798350000,"BF INS RND XT SEL  R/W   ",64.2,0,$201.58
20798350000,"BF INS RND XT SEL  R/W   ",70.7,0,$222.00
20798350000,"BF INS RND XT SEL  R/W   ",-70.7,0,-$222.00
0,Sub-Total,0,0,"$1,209.17"
0,Tax,0,0,$104.29
0,Total,0,0,"$1,313.46"
0,"DEBIT    0445",0,0,"$1,313.46"
0,Balance,0,0,$0.00
